# BJD-2454833, Flux, Error
3.031795641760647413e+03 1.009743669078086103e+00 1.129487174284200742e-04
3.031816073425245122e+03 1.008774613294529221e+00 1.129487174284200742e-04
3.031836504889724893e+03 1.007223143418005229e+00 1.129487174284200742e-04
3.031856936354197387e+03 1.005985665024515585e+00 1.129487174284200742e-04
3.031877368018562265e+03 1.004307290557679533e+00 1.129487174284200742e-04
3.031897799583042797e+03 1.002431531983928981e+00 1.129487174284200742e-04
3.031918231047398876e+03 1.001041075302935068e+00 1.129487174284200742e-04
3.031938662711763754e+03 9.997090093721880955e-01 1.129487174284200742e-04
3.031959094276011456e+03 9.986821949980594360e-01 1.129487174284200742e-04
3.031979525940252643e+03 9.967913429494071886e-01 1.129487174284200742e-04
3.031999957404615998e+03 9.948410496433136574e-01 1.129487174284200742e-04
3.032020388968747284e+03 9.934595848692538977e-01 1.129487174284200742e-04
3.032040820632988471e+03 9.917763282361919952e-01 1.129487174284200742e-04
3.032061252097118995e+03 9.899494348316856263e-01 1.129487174284200742e-04
3.032081683661250281e+03 9.884755530597358897e-01 1.129487174284200742e-04
3.032102115325375053e+03 9.868239643576657283e-01 1.129487174284200742e-04
3.032122546789505577e+03 9.852980299210049031e-01 1.129487174284200742e-04
3.032142978353520448e+03 9.839806789271252629e-01 1.129487174284200742e-04
3.032163410017528804e+03 9.831333616652282448e-01 1.129487174284200742e-04
3.032183841581543675e+03 9.817226076473661855e-01 1.129487174284200742e-04
3.032204273045557784e+03 9.801451570542708547e-01 1.129487174284200742e-04
3.032224704709449725e+03 9.789897796089134241e-01 1.129487174284200742e-04
3.032245136273348180e+03 9.784548648703640383e-01 1.129487174284200742e-04
3.032265567737245874e+03 9.793038733928117745e-01 1.129487174284200742e-04
3.032285999401137815e+03 9.763112395331560167e-01 1.129487174284200742e-04
3.032306430964919855e+03 9.748928945017786285e-01 1.129487174284200742e-04
3.032326862628811796e+03 9.745123986621667678e-01 1.129487174284200742e-04
3.032347294092593074e+03 9.734083371996876677e-01 1.129487174284200742e-04
3.032367725656375114e+03 9.726273279618510292e-01 1.129487174284200742e-04
3.032388157320034225e+03 9.720000459418387528e-01 1.129487174284200742e-04
3.032408588783815503e+03 9.715083431495709076e-01 1.129487174284200742e-04
3.032429020347481128e+03 9.707395460856157454e-01 1.129487174284200742e-04
3.032449452011140238e+03 9.706030101269875754e-01 1.129487174284200742e-04
3.032469883474805101e+03 9.703905681009794559e-01 1.129487174284200742e-04
3.032490315038354311e+03 9.703508903023305709e-01 1.129487174284200742e-04
3.032510746602012659e+03 9.704193055907130994e-01 1.129487174284200742e-04
3.032531178165561869e+03 9.705776762274180847e-01 1.129487174284200742e-04
3.032551609729111078e+03 9.707451135351452542e-01 1.129487174284200742e-04
3.032572041292660288e+03 9.710983003972130101e-01 1.129487174284200742e-04
3.032592472856085806e+03 9.723852130464164523e-01 1.129487174284200742e-04
3.032612904519635777e+03 9.731042487062571134e-01 1.129487174284200742e-04
3.032653767546493327e+03 9.744888721962868816e-01 1.129487174284200742e-04
3.032674199209926883e+03 9.752304954343534726e-01 1.129487174284200742e-04
3.032694630773235986e+03 9.761145337865481109e-01 1.129487174284200742e-04
3.032715062236668018e+03 9.774037240184846320e-01 1.129487174284200742e-04
3.032735493899985158e+03 9.784985402656614095e-01 1.129487174284200742e-04
3.032755925463294261e+03 9.799261477326617342e-01 1.129487174284200742e-04
3.032776356926668086e+03 9.813392754026735165e-01 1.129487174284200742e-04
3.032796788589927019e+03 9.830746998598105524e-01 1.129487174284200742e-04
3.032817220153236121e+03 9.844348165700494979e-01 1.129487174284200742e-04
3.032837651616493531e+03 9.863750769928470996e-01 1.129487174284200742e-04
3.032858083279694256e+03 9.882970209338916012e-01 1.129487174284200742e-04
3.032878514842945151e+03 9.897975646855121656e-01 1.129487174284200742e-04
3.032898946306144353e+03 9.914149752220109413e-01 1.129487174284200742e-04
3.032919377969286870e+03 9.930223157951348911e-01 1.129487174284200742e-04
3.032939809532479558e+03 9.953128784814524455e-01 1.129487174284200742e-04
3.032960241195622075e+03 9.973224741201450749e-01 1.129487174284200742e-04
3.032980672658704862e+03 9.988302141783872434e-01 1.129487174284200742e-04
3.033001104221839341e+03 1.000694607363545874e+00 1.129487174284200742e-04
3.033021535884923651e+03 1.002653003839156121e+00 1.129487174284200742e-04
3.033041967348006438e+03 1.004055488967859011e+00 1.129487174284200742e-04
3.033062398911024502e+03 1.005615186028283148e+00 1.129487174284200742e-04
3.033082830574108812e+03 1.006875839193837940e+00 1.129487174284200742e-04
3.033103262037133391e+03 1.008572045067976486e+00 1.129487174284200742e-04
3.033123693600093247e+03 1.009725406818107851e+00 1.129487174284200742e-04
3.033144125263119349e+03 1.010935117886451851e+00 1.129487174284200742e-04
3.033164556826086482e+03 1.012270265304101580e+00 1.129487174284200742e-04
3.033184988289045577e+03 1.013179627321391107e+00 1.129487174284200742e-04
3.033205419952013472e+03 1.014347039290070862e+00 1.129487174284200742e-04
3.033225851514915121e+03 1.015331574727910136e+00 1.129487174284200742e-04
3.033246282977823284e+03 1.016872016639210896e+00 1.129487174284200742e-04
3.033266714640732971e+03 1.018618406269541810e+00 1.129487174284200742e-04
3.033287146203641896e+03 1.019670524540981837e+00 1.129487174284200742e-04
3.033307577766485338e+03 1.020263472126167859e+00 1.129487174284200742e-04
3.033328009329394263e+03 1.021233066979911897e+00 1.129487174284200742e-04
3.033348440792244219e+03 1.021648059551879761e+00 1.129487174284200742e-04
3.033368872455030214e+03 1.022141239378774769e+00 1.129487174284200742e-04
3.033389304017880931e+03 1.023073111244685807e+00 1.129487174284200742e-04
3.033409735480730888e+03 1.023675454265193574e+00 1.129487174284200742e-04
3.033430167143516883e+03 1.024212020587411009e+00 1.129487174284200742e-04
3.033450598706309393e+03 1.024176826540116991e+00 1.129487174284200742e-04
3.033471030169042933e+03 1.025057643879086156e+00 1.129487174284200742e-04
3.033491461831828929e+03 1.025612422173490579e+00 1.129487174284200742e-04
3.033511893394563231e+03 1.025832916962851726e+00 1.129487174284200742e-04
3.033532324957355740e+03 1.026154899529957865e+00 1.129487174284200742e-04
3.033552756520082767e+03 1.026330019525655946e+00 1.129487174284200742e-04
3.033573188082817069e+03 1.026437667069394211e+00 1.129487174284200742e-04
3.033593619745486649e+03 1.026586130477666448e+00 1.129487174284200742e-04
3.033614051208220189e+03 1.026323557757149452e+00 1.129487174284200742e-04
3.033634482770896284e+03 1.026275794685508114e+00 1.129487174284200742e-04
3.033654914433565864e+03 1.026072544982523871e+00 1.129487174284200742e-04
3.033675345996241958e+03 1.025991685468780501e+00 1.129487174284200742e-04
3.033695777458917291e+03 1.027041736183262000e+00 1.129487174284200742e-04
3.033716209121586871e+03 1.026005105955476226e+00 1.129487174284200742e-04
3.033736640684204758e+03 1.025180157759992161e+00 1.129487174284200742e-04
3.033757072146880091e+03 1.024593971066749321e+00 1.129487174284200742e-04
3.033777503809491463e+03 1.024498742802710582e+00 1.129487174284200742e-04
3.033797935372109350e+03 1.024011343720509171e+00 1.129487174284200742e-04
3.033818366834726476e+03 1.023439995400472480e+00 1.129487174284200742e-04
3.033838798497337848e+03 1.023355076795228857e+00 1.129487174284200742e-04
3.033859230059955735e+03 1.022395453340755767e+00 1.129487174284200742e-04
3.033879661522572860e+03 1.021381532834490624e+00 1.129487174284200742e-04
3.033900093185126025e+03 1.020597244853614471e+00 1.129487174284200742e-04
3.033920524747743912e+03 1.019857555682317951e+00 1.129487174284200742e-04
3.033940956410304352e+03 1.019246182230682640e+00 1.129487174284200742e-04
3.033961387872855994e+03 1.018375486698248400e+00 1.129487174284200742e-04
3.033981819435473881e+03 1.017824644260943767e+00 1.129487174284200742e-04
3.034002250998033560e+03 1.016733576129526639e+00 1.129487174284200742e-04
3.034022682560585963e+03 1.015858859828217664e+00 1.129487174284200742e-04
3.034043114123145642e+03 1.015184656533080876e+00 1.129487174284200742e-04
3.034063545685705321e+03 1.014536236297206351e+00 1.129487174284200742e-04
3.034083977248257725e+03 1.013287582054225311e+00 1.129487174284200742e-04
3.034104408810759196e+03 1.012505796664838975e+00 1.129487174284200742e-04
3.034124840373318875e+03 1.011451668057988584e+00 1.129487174284200742e-04
3.034145271935871278e+03 1.010145576570732118e+00 1.129487174284200742e-04
3.034165703498372750e+03 1.008882288895565082e+00 1.129487174284200742e-04
3.034186135160933190e+03 1.007440842109200263e+00 1.129487174284200742e-04
3.034206566623426625e+03 1.005969027845783126e+00 1.129487174284200742e-04
3.034226998285987065e+03 1.004995400687767937e+00 1.129487174284200742e-04
3.034247429848488537e+03 1.003719373448812791e+00 1.129487174284200742e-04
3.034267861311040178e+03 1.002456281593190779e+00 1.129487174284200742e-04
3.034288292973542411e+03 1.000730460042589032e+00 1.129487174284200742e-04
3.034308724536043883e+03 9.993621840923896382e-01 1.129487174284200742e-04
3.034329155998595525e+03 9.978056635320423640e-01 1.129487174284200742e-04
3.034349587661097758e+03 9.968631068538845730e-01 1.129487174284200742e-04
3.034370019223599229e+03 9.951913444138599241e-01 1.129487174284200742e-04
3.034390450686150871e+03 9.933708204371005657e-01 1.129487174284200742e-04
3.034410882348653104e+03 9.914149518389124838e-01 1.129487174284200742e-04
3.034431313911154575e+03 9.898063619703091343e-01 1.129487174284200742e-04
3.034451745373706217e+03 9.882932397524529788e-01 1.129487174284200742e-04
3.034472177036208450e+03 9.868207635176748926e-01 1.129487174284200742e-04
3.034492608598709921e+03 9.851625164728594619e-01 1.129487174284200742e-04
3.034513040261263086e+03 9.837891745275681998e-01 1.129487174284200742e-04
3.034533471723763796e+03 9.823103135513567841e-01 1.129487174284200742e-04
3.034553903286265268e+03 9.807771081898979393e-01 1.129487174284200742e-04
3.034574334948818432e+03 9.796673307769245831e-01 1.129487174284200742e-04
3.034615197973878821e+03 9.767111484594648285e-01 1.129487174284200742e-04
3.034635629636431986e+03 9.754818279939274639e-01 1.129487174284200742e-04
3.034656061198933457e+03 9.743817524099218641e-01 1.129487174284200742e-04
3.034676492661492375e+03 9.733290992344281189e-01 1.129487174284200742e-04
3.034696924224044778e+03 9.726137738042441860e-01 1.129487174284200742e-04
3.034717355786604458e+03 9.717999554826410868e-01 1.129487174284200742e-04
3.034737787349164137e+03 9.709339487472251617e-01 1.129487174284200742e-04
3.034758219011717301e+03 9.696782035187838655e-01 1.129487174284200742e-04
3.034778650474276219e+03 9.691393254838278626e-01 1.129487174284200742e-04
3.034799082036835898e+03 9.686980854309196198e-01 1.129487174284200742e-04
3.034819513699389063e+03 9.682273096301987625e-01 1.129487174284200742e-04
3.034839945161947981e+03 9.680452402420249847e-01 1.129487174284200742e-04
3.034860376824566629e+03 9.681615372993486179e-01 1.129487174284200742e-04
3.034880808387119032e+03 9.683229387231031549e-01 1.129487174284200742e-04
3.034901239849736157e+03 9.685153653263901541e-01 1.129487174284200742e-04
3.034921671512347530e+03 9.685615175257539233e-01 1.129487174284200742e-04
3.034942103074907209e+03 9.689808846392398145e-01 1.129487174284200742e-04
3.034962534537524334e+03 9.691198182570021080e-01 1.129487174284200742e-04
3.034982966200142982e+03 9.699386196121725368e-01 1.129487174284200742e-04
3.035003397762753593e+03 9.710425406701999052e-01 1.129487174284200742e-04
3.035023829325429688e+03 9.717969750333252943e-01 1.129487174284200742e-04
3.035044260888098506e+03 9.730947384521793087e-01 1.129487174284200742e-04
3.035064692450716393e+03 9.739821681364695394e-01 1.129487174284200742e-04
3.035085124013392488e+03 9.755241792961103497e-01 1.129487174284200742e-04
3.035105555576068582e+03 9.768533558186942578e-01 1.129487174284200742e-04
3.035125987138737401e+03 9.783061799207212195e-01 1.129487174284200742e-04
3.035146418801414256e+03 9.797343792079866720e-01 1.129487174284200742e-04
3.035166850264082314e+03 9.816690556777369903e-01 1.129487174284200742e-04
3.035187281826816616e+03 9.832918666526966334e-01 1.129487174284200742e-04
3.035207713489493472e+03 9.850161390295713026e-01 1.129487174284200742e-04
3.035228145052220498e+03 9.868735527898460091e-01 1.129487174284200742e-04
3.035248576514954038e+03 9.888377064797274629e-01 1.129487174284200742e-04
3.035269008177689102e+03 9.905729793661962601e-01 1.129487174284200742e-04
3.035289439740474336e+03 9.929072517423449540e-01 1.129487174284200742e-04
3.035309871203266084e+03 9.949751643519429978e-01 1.129487174284200742e-04
3.035330302866001148e+03 9.975085465139379437e-01 1.129487174284200742e-04
3.035350734428786382e+03 9.995230300821754676e-01 1.129487174284200742e-04
3.035371165891636338e+03 1.001734175841089813e+00 1.129487174284200742e-04
3.035391597554429609e+03 1.003738048687224715e+00 1.129487174284200742e-04
3.035412029017272289e+03 1.005755385361237764e+00 1.129487174284200742e-04
3.035432460680065560e+03 1.007637798023065523e+00 1.129487174284200742e-04
3.035452892242916278e+03 1.009565983094573793e+00 1.129487174284200742e-04
3.035473323705817165e+03 1.011436825746476531e+00 1.129487174284200742e-04
3.035493755368668644e+03 1.013454285714254111e+00 1.129487174284200742e-04
3.035514186931577569e+03 1.015033123697695938e+00 1.129487174284200742e-04
3.035534618394478457e+03 1.016996407511583378e+00 1.129487174284200742e-04
3.035555050057388144e+03 1.018438673771726366e+00 1.129487174284200742e-04
3.035575481620297069e+03 1.019634625952545059e+00 1.129487174284200742e-04
3.035595913183256926e+03 1.020989778605807752e+00 1.129487174284200742e-04
3.035616344746224058e+03 1.022526403463208000e+00 1.129487174284200742e-04
3.035636776309191191e+03 1.024011338696761531e+00 1.129487174284200742e-04
3.035657207872209256e+03 1.025216478033163847e+00 1.129487174284200742e-04
3.035677639535235357e+03 1.026330062834943657e+00 1.129487174284200742e-04
3.035698070998259936e+03 1.027442302908132543e+00 1.129487174284200742e-04
3.035718502661278762e+03 1.028667265984748891e+00 1.129487174284200742e-04
3.035738934224304103e+03 1.029594109946166514e+00 1.129487174284200742e-04
3.035759365687445097e+03 1.030278020753578216e+00 1.129487174284200742e-04
3.035779797350522131e+03 1.030801017298430100e+00 1.129487174284200742e-04
3.035800228913605679e+03 1.031514230326632697e+00 1.129487174284200742e-04
3.035820660376746673e+03 1.031761724552125337e+00 1.129487174284200742e-04
3.035841092039881914e+03 1.032447507617656246e+00 1.129487174284200742e-04
3.035861523603023670e+03 1.032593939659492088e+00 1.129487174284200742e-04
3.035881955066222872e+03 1.032874868749108277e+00 1.129487174284200742e-04
3.035902386729416321e+03 1.032658241175619773e+00 1.129487174284200742e-04
3.035922818292616284e+03 1.032295368337573516e+00 1.129487174284200742e-04
3.035943249755873694e+03 1.031914328421160709e+00 1.129487174284200742e-04
3.035963681419125351e+03 1.032050376331146824e+00 1.129487174284200742e-04
3.035984112982383522e+03 1.031557411956765868e+00 1.129487174284200742e-04
3.036004544645635178e+03 1.031181320928690193e+00 1.129487174284200742e-04
3.036024976108950796e+03 1.030550553960790872e+00 1.129487174284200742e-04
3.036045407672325382e+03 1.029888230652135972e+00 1.129487174284200742e-04
3.036065839335635246e+03 1.029140640845753296e+00 1.129487174284200742e-04
3.036086270799009071e+03 1.028420848962678491e+00 1.129487174284200742e-04
3.036106702362441865e+03 1.027260671736637043e+00 1.129487174284200742e-04
3.036127133925809176e+03 1.026497377714222781e+00 1.129487174284200742e-04
3.036147565489241970e+03 1.025477719444997327e+00 1.129487174284200742e-04
3.036167997052732971e+03 1.024504832793993625e+00 1.129487174284200742e-04
3.036188428616223973e+03 1.023527806549843211e+00 1.129487174284200742e-04
3.036208860179707699e+03 1.022937520083416985e+00 1.129487174284200742e-04
3.036229291743256908e+03 1.022014782190987514e+00 1.129487174284200742e-04
3.036249723406741396e+03 1.021136983963919942e+00 1.129487174284200742e-04
3.036270154870348051e+03 1.020297125218671219e+00 1.129487174284200742e-04
3.036290586533956230e+03 1.019176372759388327e+00 1.129487174284200742e-04
3.036311018097556371e+03 1.017987786589512833e+00 1.129487174284200742e-04
3.036331449561163026e+03 1.016831184776470609e+00 1.129487174284200742e-04
3.036351881224829413e+03 1.015898650555162375e+00 1.129487174284200742e-04
3.036372312788545969e+03 1.014636041122073395e+00 1.129487174284200742e-04
3.036392744252269040e+03 1.013853255076576199e+00 1.129487174284200742e-04
3.036413175915993634e+03 1.012700878898997736e+00 1.129487174284200742e-04
3.036433607479710190e+03 1.011649593660194357e+00 1.129487174284200742e-04
3.036454038943549676e+03 1.010710872637865299e+00 1.129487174284200742e-04
3.036474470607332478e+03 1.009677020104737588e+00 1.129487174284200742e-04
3.036494902171165450e+03 1.008732434811377532e+00 1.129487174284200742e-04
3.036515333735063905e+03 1.007324956103454072e+00 1.129487174284200742e-04
3.036535765298904153e+03 1.006223211436607201e+00 1.129487174284200742e-04
3.036576628526752756e+03 1.003133228247335529e+00 1.129487174284200742e-04
3.036597059990766866e+03 1.002005936071122871e+00 1.129487174284200742e-04
3.036617491554716253e+03 1.001386718532365494e+00 1.129487174284200742e-04
3.036637923218731885e+03 1.000106460163120214e+00 1.129487174284200742e-04
3.036658354782804963e+03 9.987273505426960130e-01 1.129487174284200742e-04
3.036678786246870004e+03 9.972018785108637262e-01 1.129487174284200742e-04
3.036699217911002052e+03 9.962061832964076435e-01 1.129487174284200742e-04
3.036719649475133338e+03 9.947434268351306175e-01 1.129487174284200742e-04
3.036740080939256586e+03 9.932942407598613910e-01 1.129487174284200742e-04
3.036760512603446841e+03 9.918067093320366290e-01 1.129487174284200742e-04
3.036780944067693781e+03 9.903466064707324712e-01 1.129487174284200742e-04
3.036801375631934206e+03 9.885111413917145873e-01 1.129487174284200742e-04
3.036821807296182669e+03 9.869240346553329601e-01 1.129487174284200742e-04
3.036842238860546786e+03 9.856286757651909758e-01 1.129487174284200742e-04
3.036862670424845419e+03 9.842602288515412967e-01 1.129487174284200742e-04
3.036883101989209536e+03 9.830999260126780381e-01 1.129487174284200742e-04
3.036903533453631098e+03 9.819643666916179070e-01 1.129487174284200742e-04
3.036923965118046908e+03 9.805373869044936574e-01 1.129487174284200742e-04
3.036944396682527440e+03 9.793971235133072106e-01 1.129487174284200742e-04
3.036964828147007211e+03 9.776595167967313538e-01 1.129487174284200742e-04
3.036985259811539436e+03 9.766145617239774257e-01 1.129487174284200742e-04
3.037005691376078175e+03 9.754950711044050315e-01 1.129487174284200742e-04
3.037026122840674361e+03 9.748547312241566676e-01 1.129487174284200742e-04
3.037046554505323002e+03 9.735879858964652245e-01 1.129487174284200742e-04
3.037066986069919949e+03 9.722614362067604210e-01 1.129487174284200742e-04
3.037087417634633312e+03 9.715618091170938886e-01 1.129487174284200742e-04
3.037107849199339398e+03 9.707772111378135671e-01 1.129487174284200742e-04
3.037128280764110968e+03 9.701886142571714000e-01 1.129487174284200742e-04
3.037148712428883300e+03 9.697576280813798855e-01 1.129487174284200742e-04
3.037169143893705041e+03 9.692473405539644427e-01 1.129487174284200742e-04
3.037189575458534819e+03 9.692970463470133025e-01 1.129487174284200742e-04
3.037210007123416290e+03 9.697691859684537397e-01 1.129487174284200742e-04
3.037230438688362483e+03 9.697490571178829510e-01 1.129487174284200742e-04
3.037250870153307915e+03 9.698054153431537872e-01 1.129487174284200742e-04
3.037271301818313077e+03 9.700665711441344152e-01 1.129487174284200742e-04
3.037291733383310202e+03 9.697877251782008878e-01 1.129487174284200742e-04
3.037312164848372049e+03 9.699137620048162711e-01 1.129487174284200742e-04
3.037332596513486351e+03 9.705202013211007284e-01 1.129487174284200742e-04
3.037353028078607167e+03 9.713498419881647639e-01 1.129487174284200742e-04
3.037373459743786952e+03 9.720272397249419827e-01 1.129487174284200742e-04
3.037393891209023423e+03 9.730272794385635970e-01 1.129487174284200742e-04
3.037414322774253378e+03 9.738501090515311320e-01 1.129487174284200742e-04
3.037434754439491371e+03 9.751390149416966358e-01 1.129487174284200742e-04
3.037455185904836981e+03 9.763418830889999400e-01 1.129487174284200742e-04
3.037475617470190628e+03 9.779421849105687237e-01 1.129487174284200742e-04
3.037496049035602482e+03 9.792034083215278573e-01 1.129487174284200742e-04
3.037516480601014337e+03 9.812195712741497156e-01 1.129487174284200742e-04
3.037536912066476361e+03 9.834226342996819081e-01 1.129487174284200742e-04
3.037557343732005393e+03 9.851016443136209055e-01 1.129487174284200742e-04
3.037577775297526387e+03 9.867889549318611397e-01 1.129487174284200742e-04
3.037598206863112864e+03 9.884217661537151312e-01 1.129487174284200742e-04
3.037618638428757549e+03 9.904026708708214555e-01 1.129487174284200742e-04
3.037639069994402234e+03 9.921490884897499196e-01 1.129487174284200742e-04
3.037659501660098613e+03 9.940931275420248348e-01 1.129487174284200742e-04
3.037679933125858952e+03 9.962022957956946367e-01 1.129487174284200742e-04
3.037700364691612776e+03 9.982603893557294716e-01 1.129487174284200742e-04
3.037720796357432846e+03 1.000622591151473895e+00 1.129487174284200742e-04
3.037741227923310362e+03 1.002614687159926632e+00 1.129487174284200742e-04
3.037761659389208944e+03 1.004514620907105416e+00 1.129487174284200742e-04
3.037782091055174533e+03 1.006515387952424234e+00 1.129487174284200742e-04
3.037802522621139360e+03 1.008600633686961290e+00 1.129487174284200742e-04
3.037822954087183462e+03 1.010527938561484929e+00 1.129487174284200742e-04
3.037843385753265466e+03 1.012444359162330221e+00 1.129487174284200742e-04
3.037863817319375812e+03 1.014470487474814275e+00 1.129487174284200742e-04
3.037884248785536329e+03 1.016253957115044848e+00 1.129487174284200742e-04
3.037904680451705644e+03 1.018194796439756411e+00 1.129487174284200742e-04
3.037925112017961510e+03 1.020622383769908881e+00 1.129487174284200742e-04
3.037945543684239965e+03 1.022729215248551871e+00 1.129487174284200742e-04
3.037965975150582381e+03 1.023912411496313402e+00 1.129487174284200742e-04
3.037986406716954662e+03 1.025168774254821003e+00 1.129487174284200742e-04
3.038006838383349532e+03 1.026536069127293116e+00 1.129487174284200742e-04
3.038027269849808363e+03 1.027650321079112361e+00 1.129487174284200742e-04
3.038047701416326163e+03 1.029133672874438465e+00 1.129487174284200742e-04
3.038068133082866552e+03 1.030535059223321115e+00 1.129487174284200742e-04
3.038088564549470902e+03 1.030867150576468161e+00 1.129487174284200742e-04
3.038108996116105118e+03 1.031524555132371956e+00 1.129487174284200742e-04
3.038129427782791026e+03 1.032158838979448268e+00 1.129487174284200742e-04
3.038149859249511792e+03 1.032382828411963827e+00 1.129487174284200742e-04
3.038170290816291526e+03 1.033116288665740345e+00 1.129487174284200742e-04
3.038190722383122193e+03 1.033705771637760451e+00 1.129487174284200742e-04
3.038211154049990000e+03 1.033595953819951063e+00 1.129487174284200742e-04
3.038231585616886150e+03 1.033640404714801786e+00 1.129487174284200742e-04
3.038252017083861574e+03 1.033444326325644758e+00 1.129487174284200742e-04
3.038272448650874139e+03 1.033176043292739710e+00 1.129487174284200742e-04
3.038292880317938398e+03 1.033025734001314921e+00 1.129487174284200742e-04
3.038313311885038274e+03 1.032522285664020156e+00 1.129487174284200742e-04
3.038333743352195597e+03 1.032318731067988660e+00 1.129487174284200742e-04
3.038354175019383547e+03 1.031073167826311199e+00 1.129487174284200742e-04
3.038374606586621667e+03 1.030235702691789657e+00 1.129487174284200742e-04
3.038395038053953613e+03 1.030032436028029741e+00 1.129487174284200742e-04
3.038415469721279806e+03 1.029409174869878152e+00 1.129487174284200742e-04
3.038435901288670721e+03 1.029773123026838100e+00 1.129487174284200742e-04
3.038456332956120605e+03 1.028387748058540829e+00 1.129487174284200742e-04
3.038476764423627174e+03 1.027174284378213454e+00 1.129487174284200742e-04
3.038497195991156332e+03 1.025814584027267662e+00 1.129487174284200742e-04
3.038538059126396547e+03 1.022865420636788425e+00 1.129487174284200742e-04
3.038558490694107604e+03 1.021507822610512983e+00 1.129487174284200742e-04
3.038578922361848527e+03 1.020116158886196001e+00 1.129487174284200742e-04
3.038599353829646134e+03 1.018902263186396429e+00 1.129487174284200742e-04
3.038619785397495434e+03 1.018327585576618732e+00 1.129487174284200742e-04
3.038640217065381876e+03 1.018714405174866444e+00 1.129487174284200742e-04
3.038660648533317726e+03 1.018390789325146706e+00 1.129487174284200742e-04
3.038681080101348925e+03 1.017047097903661212e+00 1.129487174284200742e-04
3.038701511769380886e+03 1.014238780240233284e+00 1.129487174284200742e-04
3.038721943337492121e+03 1.012262048224768618e+00 1.129487174284200742e-04
3.038742374905668839e+03 1.010611546616193346e+00 1.129487174284200742e-04
3.038762806473874662e+03 1.009040939213473154e+00 1.129487174284200742e-04
3.038783238042131416e+03 1.007531709960257427e+00 1.129487174284200742e-04
3.038803669610453653e+03 1.006117507227819452e+00 1.129487174284200742e-04
3.038824101178834098e+03 1.005069213520264793e+00 1.129487174284200742e-04
3.038844532747265475e+03 1.004072468828961950e+00 1.129487174284200742e-04
3.038864964415733994e+03 1.002744062603986075e+00 1.129487174284200742e-04
3.038885395884288300e+03 1.001743135374910665e+00 1.129487174284200742e-04
3.038905827352893539e+03 1.000674394243270315e+00 1.129487174284200742e-04
3.038926259021536680e+03 9.998567288639192974e-01 1.129487174284200742e-04
3.038946690590237267e+03 9.989161384323022030e-01 1.129487174284200742e-04
3.038967122258989548e+03 9.975359946732094141e-01 1.129487174284200742e-04
3.038987553727805789e+03 9.966109926002145736e-01 1.129487174284200742e-04
3.039007985296680999e+03 9.955690374919902164e-01 1.129487174284200742e-04
3.039028416965607903e+03 9.944423510036595193e-01 1.129487174284200742e-04
3.039048848434598767e+03 9.932734905058292485e-01 1.129487174284200742e-04
3.039069280003619497e+03 9.922732925234011292e-01 1.129487174284200742e-04
3.039089711672721023e+03 9.910506084788938130e-01 1.129487174284200742e-04
3.039110143141886510e+03 9.901340650412363553e-01 1.129487174284200742e-04
3.039130574711110967e+03 9.892352549775198511e-01 1.129487174284200742e-04
3.039151006380358012e+03 9.882875123649599303e-01 1.129487174284200742e-04
3.039171437849698123e+03 9.870063330006247915e-01 1.129487174284200742e-04
3.039191869419097202e+03 9.859696819038140658e-01 1.129487174284200742e-04
3.039212301088518871e+03 9.847691146060876255e-01 1.129487174284200742e-04
3.039232732658034365e+03 9.838710869091692457e-01 1.129487174284200742e-04
3.039253164227578964e+03 9.831360608788777267e-01 1.129487174284200742e-04
3.039273595797203598e+03 9.820053789340198458e-01 1.129487174284200742e-04
3.039294027366893715e+03 9.807071431259216654e-01 1.129487174284200742e-04
3.039314458936642040e+03 9.798893145932199289e-01 1.129487174284200742e-04
3.039334890506441297e+03 9.789836654668007121e-01 1.129487174284200742e-04
3.039355322076276934e+03 9.781670236033921384e-01 1.129487174284200742e-04
3.039375753746193368e+03 9.778461172175899607e-01 1.129487174284200742e-04
3.039396185216202866e+03 9.771531526371958210e-01 1.129487174284200742e-04
3.039416616786242230e+03 9.761972868181701957e-01 1.129487174284200742e-04
3.039437048456340563e+03 9.752404978933461033e-01 1.129487174284200742e-04
3.039457479926517408e+03 9.744639741482897799e-01 1.129487174284200742e-04
3.039477911596732156e+03 9.738211049589086121e-01 1.129487174284200742e-04
3.039498343167026178e+03 9.733536475611387351e-01 1.129487174284200742e-04
3.039518774637384922e+03 9.733247180307450508e-01 1.129487174284200742e-04
3.039539206307803397e+03 9.734236397494526738e-01 1.129487174284200742e-04
3.039559637778278557e+03 9.731621793160257772e-01 1.129487174284200742e-04
3.039580069348805409e+03 9.728177209879341758e-01 1.129487174284200742e-04
3.039600501019398507e+03 9.730860845019075889e-01 1.129487174284200742e-04
3.039620932590070879e+03 9.729368109647380525e-01 1.129487174284200742e-04
3.039641364060807973e+03 9.735062913295151610e-01 1.129487174284200742e-04
3.039661795731575694e+03 9.738022570179883930e-01 1.129487174284200742e-04
3.039682227202458307e+03 9.745224010954669502e-01 1.129487174284200742e-04
3.039702658773392614e+03 9.746843880639842750e-01 1.129487174284200742e-04
3.039723090444364061e+03 9.754569696660291278e-01 1.129487174284200742e-04
3.039743522015414783e+03 9.757419666519600021e-01 1.129487174284200742e-04
3.039763953586530988e+03 9.766851569719803283e-01 1.129487174284200742e-04
3.039784385157705401e+03 9.776818527700342765e-01 1.129487174284200742e-04
